"DATE ADDED TO CATALOG","PUBMEDID","FIRST AUTHOR","DATE","JOURNAL","LINK","STUDY","DISEASE/TRAIT","INITIAL SAMPLE SIZE","REPLICATION SAMPLE SIZE","REGION","CHR_ID","CHR_POS","REPORTED GENE(S)","MAPPED_GENE","UPSTREAM_GENE_ID","DOWNSTREAM_GENE_ID","SNP_GENE_IDS","UPSTREAM_GENE_DISTANCE","DOWNSTREAM_GENE_DISTANCE","STRONGEST SNP-RISK ALLELE","SNPS","MERGED","SNP_ID_CURRENT","CONTEXT","INTERGENIC","RISK ALLELE FREQUENCY","P-VALUE","PVALUE_MLOG","P-VALUE (TEXT)","OR or BETA","95% CI (TEXT)","PLATFORM [SNPS PASSING QC]","CNV","MAPPED_TRAIT","MAPPED_TRAIT_URI","STUDY ACCESSION","GENOTYPING TECHNOLOGY"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"17q11.2","17",29936962,NA,"EFCAB5",NA,NA,"ENSG00000176927",NA,NA,"rs62070270-?","rs62070270",0,62070270,"intron_variant",0,"NR",1e-08,8,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"9q31.3","9",111669722,NA,"DNAJC25-GNG10, GNG10",NA,NA,"ENSG00000244115, ENSG00000242616",NA,NA,"rs11537952-?","rs11537952",0,11537952,"3_prime_UTR_variant",0,"NR",1e-08,8,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"17p13.1","17",8475614,NA,"NDEL1, MYH10",NA,NA,"ENSG00000166579, ENSG00000133026",NA,NA,"rs961-?","rs961",0,961,"3_prime_UTR_variant",0,"NR",1e-08,8,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"11q23.3","11",120119184,NA,"TRIM29",NA,NA,"ENSG00000137699",NA,NA,"rs606970-?","rs606970",0,606970,"intron_variant",0,"NR",1e-08,8,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"3p21.31","3",45764734,NA,"SLC6A20",NA,NA,"ENSG00000163817",NA,NA,"rs7620663-?","rs7620663",0,7620663,"intron_variant",0,"NR",1e-08,8,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"22q11.21","22",20820024,NA,"PI4KA",NA,NA,"ENSG00000241973",NA,NA,"rs165691-?","rs165691",0,165691,"intron_variant",0,"NR",1e-08,8,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"3p25.1","3",13405233,NA,"NUP210",NA,NA,"ENSG00000132182",NA,NA,"rs4684134-?","rs4684134",0,4684134,"intron_variant",0,"NR",1e-08,8,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"4q24","4",101804938,NA,"BANK1",NA,NA,"ENSG00000153064",NA,NA,"rs6833764-?","rs6833764",0,6833764,"intron_variant",0,"NR",2e-08,7.69897000433602,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"12q13.13","12",53270364,NA,"ESPL1",NA,NA,"ENSG00000135476",NA,NA,"rs4758963-?","rs4758963",0,4758963,"splice_polypyrimidine_tract_variant",0,"NR",2e-08,7.69897000433602,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"3p24.3","3",16398099,NA,"RFTN1",NA,NA,"ENSG00000131378",NA,NA,"rs842493-?","rs842493",0,842493,"intron_variant",0,"NR",2e-08,7.69897000433602,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"14q32.33","14",104942490,NA,"AHNAK2",NA,NA,"ENSG00000185567",NA,NA,"rs11850949-?","rs11850949",0,11850949,"missense_variant",0,"NR",2e-08,7.69897000433602,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"3p24.3","3",21005985,NA,"SGO1-AS1",NA,NA,"ENSG00000231304",NA,NA,"rs4393928-?","rs4393928",0,4393928,"intergenic_variant",0,"NR",2e-08,7.69897000433602,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"19q13.33","19",47860133,NA,"TPRX2",NA,NA,"ENSG00000259009",NA,NA,"rs296397-?","rs296397",0,296397,"missense_variant",0,"NR",2e-08,7.69897000433602,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"8q21.11","8",74318582,NA,"JPH1",NA,NA,"ENSG00000104369",NA,NA,"rs7826212-?","rs7826212",0,7826212,"intron_variant",0,"NR",2e-08,7.69897000433602,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"3q25.1","3",151640718,NA,"AADACL2-AS1, LINC02066",NA,NA,"ENSG00000242908, ENSG00000241151",NA,NA,"rs12493883-?","rs12493883",0,12493883,"intron_variant",0,"NR",2e-08,7.69897000433602,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"18p11.31","18",3171758,NA,"MYOM1",NA,NA,"ENSG00000101605",NA,NA,"rs12965146-?","rs12965146",0,12965146,"intron_variant",0,"NR",2e-08,7.69897000433602,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"Xp22.2","X",17153177,NA,"REPS2",NA,NA,"ENSG00000169891",NA,NA,"rs11864-?","rs11864",0,11864,"3_prime_UTR_variant",0,"NR",2e-08,7.69897000433602,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"12q24.13","12",113641542,NA,"LINC01234",NA,NA,"ENSG00000249550",NA,NA,"rs897538-?","rs897538",0,897538,"intron_variant",0,"NR",2e-08,7.69897000433602,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"19p13.11","19",17270166,NA,"BABAM1, USHBP1",NA,NA,"ENSG00000105393, ENSG00000130307",NA,NA,"rs73509964-?","rs73509964",0,73509964,"intron_variant",0,"NR",2e-08,7.69897000433602,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"2p15","2",63262382,NA,"WDPCP",NA,NA,"ENSG00000143951",NA,NA,"rs993244-?","rs993244",0,993244,"intron_variant",0,"NR",2e-08,7.69897000433602,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"9q34.3","9",137390513,NA,"EXD3",NA,NA,"ENSG00000187609",NA,NA,"rs9330202-?","rs9330202",0,9330202,"intron_variant",0,"NR",2e-08,7.69897000433602,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"13q14.2","13",47896334,NA,"SUCLA2",NA,NA,"ENSG00000136143",NA,NA,"rs7334463-?","rs7334463",0,7334463,"intergenic_variant",0,"NR",2e-08,7.69897000433602,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"11q14.1","11",83776110,NA,"DLG2",NA,NA,"ENSG00000150672",NA,NA,"rs56803564-?","rs56803564",0,56803564,"intron_variant",0,"NR",3e-08,7.52287874528034,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"1p36.13","1",19245738,NA,"EMC1",NA,NA,"ENSG00000127463",NA,NA,"rs61764877-?","rs61764877",0,61764877,"intron_variant",0,"NR",3e-08,7.52287874528034,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"8q21.3","8",86890998,NA,"CNBD1",NA,NA,"ENSG00000176571",NA,NA,"rs7817868-?","rs7817868",0,7817868,"intron_variant",0,"NR",3e-08,7.52287874528034,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"20p11.23","20",20262918,NA,"CFAP61, CFAP61-AS1",NA,NA,"ENSG00000089101, ENSG00000243810",NA,NA,"rs41279010-?","rs41279010",0,41279010,"intron_variant",0,"NR",3e-08,7.52287874528034,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"6p12.1","6",55214817,NA,"HCRTR2",NA,NA,"ENSG00000137252",NA,NA,"rs3134706-?","rs3134706",0,3134706,"intron_variant",0,"NR",3e-08,7.52287874528034,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"2p23.3","2",27631502,NA,"GPN1",NA,NA,"ENSG00000198522",NA,NA,"rs6547740-?","rs6547740",0,6547740,"intron_variant",0,"NR",3e-08,7.52287874528034,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"8p23.2","8",4201897,NA,"CSMD1",NA,NA,"ENSG00000183117",NA,NA,"rs710260-?","rs710260",0,710260,"intron_variant",0,"NR",3e-08,7.52287874528034,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"Xp21.1","X",32910090,NA,"DMD",NA,NA,"ENSG00000198947",NA,NA,"rs1923093-?","rs1923093",0,1923093,"intron_variant",0,"NR",3e-08,7.52287874528034,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"6q27","6",168534845,NA,"SMOC2",NA,NA,"ENSG00000112562",NA,NA,"rs13205533-?","rs13205533",0,13205533,"intron_variant",0,"NR",3e-08,7.52287874528034,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"1p21.3","1",95210888,NA,"RWDD3-DT, TLCD4-RWDD3",NA,NA,"ENSG00000226026, ENSG00000271092",NA,NA,"rs12134689-?","rs12134689",0,12134689,"intron_variant",0,"NR",3e-08,7.52287874528034,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"3p24.3","3",18889643,NA,"SATB1-AS1",NA,NA,"ENSG00000228956",NA,NA,"rs4510397-?","rs4510397",0,4510397,"intron_variant",0,"NR",3e-08,7.52287874528034,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"13q14.2","13",47913480,NA,"SUCLA2",NA,NA,"ENSG00000136143",NA,NA,"rs9526410-?","rs9526410",0,9526410,"intron_variant",0,"NR",3e-08,7.52287874528034,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"8q24.3","8",141117537,NA,"DENND3",NA,NA,"ENSG00000105339",NA,NA,"rs13261357-?","rs13261357",0,13261357,"regulatory_region_variant",0,"NR",3e-08,7.52287874528034,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"8p23.1","8",12383815,NA,"FAM66A",NA,NA,"ENSG00000227888",NA,NA,"rs3924542-?","rs3924542",0,3924542,"intron_variant",0,"NR",3e-08,7.52287874528034,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"7q21.11","7",84086793,NA,"SEMA3A",NA,NA,"ENSG00000075213",NA,NA,"rs13233499-?","rs13233499",0,13233499,"intron_variant",0,"NR",3e-08,7.52287874528034,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"5q31.3","5",141949180,NA,"PCDH12",NA,NA,"ENSG00000113555",NA,NA,"rs108043-?","rs108043",0,108043,"intron_variant",0,"NR",3e-08,7.52287874528034,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"7q36.1","7",152188625,NA,"KMT2C",NA,NA,"ENSG00000055609",NA,NA,"rs13242182-?","rs13242182",0,13242182,"intron_variant",0,"NR",4e-08,7.39794000867204,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"4q25","4",108838313,NA,"COL25A1",NA,NA,"ENSG00000188517",NA,NA,"rs4956063-?","rs4956063",0,4956063,"intron_variant",0,"NR",4e-08,7.39794000867204,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"12q24.22","12",116751836,NA,"RNFT2",NA,NA,"ENSG00000135119",NA,NA,"rs7953594-?","rs7953594",0,7953594,"intron_variant",0,"NR",4e-08,7.39794000867204,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
"2023-02-27","36662838","Slomian D","2023-01-20","PLoS One","www.ncbi.nlm.nih.gov/pubmed/36662838","Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.","Resistance to COVID-19 infection (Exposed negative vs positive)","306 resistant cases, up to 770 benign, mild or severe controls",NA,"2p15","2",63245115,NA,"WDPCP",NA,NA,"ENSG00000143951",NA,NA,"rs12329383-?","rs12329383",0,12329383,"intron_variant",0,"NR",4e-08,7.39794000867204,NA,NA,NA,"Illumina [15489173]","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90255358","Genome-wide sequencing"
